u,v,geometry
3696014531,122109718,"LINESTRING (16.3781671 48.2380932, 16.3782723 48.2381474, 16.3783564 48.2381904, 16.3783854 48.2382052, 16.3784189 48.2382225, 16.3785532 48.2382919, 16.3786057 48.2383164, 16.3786666 48.2383449, 16.3787156 48.2383678, 16.3789126 48.2384598, 16.3790859 48.2385455, 16.3791848 48.2386031)"
1698077480,248174051,"LINESTRING (16.3818505 48.2374993, 16.3820392 48.2373081, 16.3823391 48.2370512)"
199545,78376069,"LINESTRING (16.3764323 48.2371878, 16.3764536 48.2372329, 16.3772663 48.2376273)"
378960,29049126,"LINESTRING (16.3756962 48.2351265, 16.3756593 48.2350838, 16.3756384 48.2350354, 16.3756349 48.2349672)"
2127087535,88187969,"LINESTRING (16.3768078 48.2392998, 16.3767668 48.2393362, 16.3766766 48.2394201, 16.3763277 48.2397738, 16.3762885 48.2398135, 16.375528 48.2405263, 16.3754586 48.2405988, 16.3753281 48.2407353)"
2127087535,3904542936,"LINESTRING (16.3768078 48.2392998, 16.3766738 48.2391955, 16.3759787 48.2388711, 16.3757482 48.2387456)"
122109718,4308522012,"LINESTRING (16.3791848 48.2386031, 16.3789151 48.238839, 16.378555 48.2391549, 16.378008 48.2396397, 16.3775198 48.2401439, 16.3774875 48.2401832, 16.3774365 48.2402411, 16.3773846 48.2402999)"
122109718,122109723,"LINESTRING (16.3791848 48.2386031, 16.3792842 48.2386543, 16.3796939 48.2388605, 16.3800734 48.2390511)"
248174051,78376092,"LINESTRING (16.3823391 48.2370512, 16.3829584 48.2364943, 16.383104 48.2363698, 16.3832544 48.2362422, 16.3833314 48.2361773)"
78376069,3696014531,"LINESTRING (16.3772663 48.2376273, 16.3780294 48.238022, 16.3780626 48.238041, 16.3781671 48.2380932)"
29049126,1972218,"LINESTRING (16.3756349 48.2349672, 16.3754729 48.2348441, 16.3753368 48.2347414, 16.3751996 48.2346456, 16.3746988 48.2342701)"
29049126,378958,"LINESTRING (16.3756349 48.2349672, 16.3756993 48.2348699, 16.3764681 48.2338661)"
78376092,3904409033,"LINESTRING (16.3833314 48.2361773, 16.3832331 48.2361278, 16.3830096 48.2360201, 16.3827606 48.2358899, 16.3826877 48.2358532, 16.3826429 48.2358306, 16.3825436 48.235784, 16.3824309 48.2357261, 16.3823116 48.2356619, 16.3822719 48.2356416, 16.3816948 48.2353488, 16.3816174 48.2353095, 16.3815292 48.2352644, 16.3814904 48.2352447, 16.381459 48.2352288, 16.3814052 48.235203)"
78376092,73888001,"LINESTRING (16.3833314 48.2361773, 16.3834094 48.2361075, 16.3839409 48.2356319, 16.3850648 48.2346242, 16.385234 48.2344725, 16.3853084 48.2344058)"
60626570,333379344,"LINESTRING (16.3836814 48.2377029, 16.3828516 48.2384586, 16.3827897 48.238515)"
60626570,248174051,"LINESTRING (16.3836814 48.2377029, 16.3835209 48.2376239, 16.3823391 48.2370512)"
333379344,1205052896,"LINESTRING (16.3827897 48.238515, 16.3823808 48.2383332, 16.3822938 48.2382967, 16.3816565 48.2380201)"
1205052896,1230682388,"LINESTRING (16.3816565 48.2380201, 16.3816205 48.238061, 16.3815814 48.2381054, 16.381817 48.2390436, 16.38189 48.2392417, 16.3819041 48.2392947)"
1205052896,78376084,"LINESTRING (16.3816565 48.2380201, 16.3815445 48.2379708, 16.3813705 48.2378964)"
1230682388,1205053080,"LINESTRING (16.3819041 48.2392947, 16.3819374 48.2393821, 16.3820333 48.2396384, 16.3821606 48.239864, 16.3822959 48.2400756, 16.382354 48.2401594, 16.3823159 48.2401968, 16.3822338 48.2402501)"
1230682388,333120102,"LINESTRING (16.3819041 48.2392947, 16.3814831 48.2396683, 16.3814339 48.2397332)"
78376084,1698077480,"LINESTRING (16.3813705 48.2378964, 16.3815414 48.2378207, 16.3816009 48.237762, 16.3818505 48.2374993)"
78376084,3904409040,"LINESTRING (16.3813705 48.2378964, 16.3812907 48.2378599, 16.380849 48.2376495, 16.380653 48.237507, 16.3805311 48.2374479, 16.3805063 48.2374362, 16.3800187 48.2372017, 16.3797308 48.2370648, 16.3796802 48.2370407, 16.3796211 48.2369988, 16.3795611 48.2369564, 16.3795324 48.2369369, 16.3794887 48.2369065)"
60732835,4308522018,"LINESTRING (16.3794278 48.2435838, 16.379362 48.2435914, 16.3791838 48.2436044, 16.3790793 48.2435919)"
60626944,685293,"LINESTRING (16.386189 48.2389686, 16.3863083 48.2388609, 16.3864844 48.2387053, 16.3871096 48.2381505, 16.3871837 48.2380814)"
60626944,60626932,"LINESTRING (16.386189 48.2389686, 16.3855584 48.2386564)"
60626740,60626932,"LINESTRING (16.3846824 48.239434, 16.3850543 48.2391039, 16.3855584 48.2386564)"
60626740,60626598,"LINESTRING (16.3846824 48.239434, 16.3845119 48.2393496, 16.3841261 48.2391633, 16.3836208 48.2389202, 16.3834783 48.2388517, 16.3834069 48.2388174)"
60626932,60626742,"LINESTRING (16.3855584 48.2386564, 16.3865194 48.2377565)"
60626598,60626589,"LINESTRING (16.3834069 48.2388174, 16.383769 48.2384868, 16.3842953 48.2380061)"
60626598,333379344,"LINESTRING (16.3834069 48.2388174, 16.3828932 48.2385657, 16.3828578 48.2385505, 16.3827897 48.238515)"
333120102,1205053080,"LINESTRING (16.3814339 48.2397332, 16.3815112 48.2397832, 16.3815206 48.2397893, 16.3822338 48.2402501)"
1205053080,199527,"LINESTRING (16.3822338 48.2402501, 16.3827041 48.2405384)"
33301569,33254389,"LINESTRING (16.36902 48.2267008, 16.3683583 48.2272406, 16.3678593 48.2276476, 16.3678056 48.2276914)"
33301569,33301570,"LINESTRING (16.36902 48.2267008, 16.3693956 48.2268069, 16.3694757 48.2268295, 16.3695816 48.2268594)"
33301566,33301561,"LINESTRING (16.3640023 48.2320929, 16.3637548 48.2327492, 16.3636188 48.2331097, 16.3636024 48.2331531)"
33301566,33254416,"LINESTRING (16.3640023 48.2320929, 16.3650483 48.2323957)"
33254404,33254405,"LINESTRING (16.3653623 48.2314111, 16.3661627 48.2316758, 16.3662976 48.2317141)"
33254404,33254413,"LINESTRING (16.3653623 48.2314111, 16.3658296 48.2307122)"
27376535,33254395,"LINESTRING (16.3652762 48.2284171, 16.3663646 48.2288559)"
27376535,3904389983,"LINESTRING (16.3652762 48.2284171, 16.3658351 48.227934, 16.3660818 48.2277207, 16.36616 48.2276632)"
33301561,33301559,"LINESTRING (16.3636024 48.2331531, 16.3635287 48.2333416, 16.3634204 48.2336185, 16.3633639 48.2337631)"
33254416,33254415,"LINESTRING (16.3650483 48.2323957, 16.3659853 48.2326508, 16.366084 48.2326777)"
33254416,33254404,"LINESTRING (16.3650483 48.2323957, 16.3653623 48.2314111)"
33254413,33254414,"LINESTRING (16.3658296 48.2307122, 16.3650047 48.2304323)"
33254413,33254401,"LINESTRING (16.3658296 48.2307122, 16.366165 48.2302322)"
33301559,33301552,"LINESTRING (16.3633639 48.2337631, 16.3633206 48.2339197, 16.3631344 48.2343954, 16.3630366 48.2346323, 16.3630271 48.2346554, 16.3629929 48.2347472)"
33301552,199626,"LINESTRING (16.3629929 48.2347472, 16.3623137 48.2346248)"
378950,33254419,"LINESTRING (16.365908 48.2335616, 16.3658921 48.2336386, 16.3657937 48.2341166)"
378950,33254417,"LINESTRING (16.365908 48.2335616, 16.3658254 48.2335469, 16.3647782 48.2333601)"
33254419,33254423,"LINESTRING (16.3657937 48.2341166, 16.3656969 48.2346248)"
33254419,33254418,"LINESTRING (16.3657937 48.2341166, 16.3657761 48.2341143, 16.3657068 48.234105, 16.3645945 48.233956)"
33254417,33301561,"LINESTRING (16.3647782 48.2333601, 16.3636024 48.2331531)"
33254417,33254416,"LINESTRING (16.3647782 48.2333601, 16.3650483 48.2323957)"
33254399,33254400,"LINESTRING (16.3679311 48.2307547, 16.3671985 48.2305349, 16.3671104 48.2305084, 16.3670913 48.2305027)"
33254399,33254397,"LINESTRING (16.3679311 48.2307547, 16.3685755 48.2297605)"
33254423,1213578843,"LINESTRING (16.3656969 48.2346248, 16.3655954 48.2351065, 16.3655828 48.2351724)"
33254423,199506,"LINESTRING (16.3656969 48.2346248, 16.365674 48.234623, 16.365598 48.2346169, 16.3650445 48.2345725, 16.3646651 48.2345412, 16.3644945 48.2345043, 16.3644589 48.2344833)"
33254418,33301559,"LINESTRING (16.3645945 48.233956, 16.3633639 48.2337631)"
33254418,33254417,"LINESTRING (16.3645945 48.233956, 16.3647782 48.2333601)"
321939087,497238377,"LINESTRING (16.3904331 48.2144548, 16.3908296 48.2144533, 16.3911528 48.2144857, 16.3911631 48.2144832, 16.3912304 48.2144669, 16.3913116 48.214378)"
60211379,60211310,"LINESTRING (16.3896877 48.215285, 16.3896046 48.2155928)"
60211379,497238337,"LINESTRING (16.3896877 48.215285, 16.39095 48.2154249, 16.3910767 48.2154389)"
497238337,497238334,"LINESTRING (16.3910767 48.2154389, 16.3909251 48.2161089)"
266655423,78476367,"LINESTRING (16.3967428 48.2098341, 16.3978329 48.2100048)"
266655423,27027294,"LINESTRING (16.3967428 48.2098341, 16.3970871 48.2092544, 16.3971533 48.2091148, 16.3973994 48.2086154, 16.3977059 48.207913)"
27027294,78476366,"LINESTRING (16.3977059 48.207913, 16.3985045 48.2080112)"
27027294,27027295,"LINESTRING (16.3977059 48.207913, 16.3978102 48.2074788, 16.3979076 48.2069115)"
78476366,266655527,"LINESTRING (16.3985045 48.2080112, 16.3991439 48.2080996, 16.3993143 48.2081279)"
78476366,78476365,"LINESTRING (16.3985045 48.2080112, 16.398757 48.2070159)"
78476365,27027295,"LINESTRING (16.398757 48.2070159, 16.3979076 48.2069115)"
78476365,60216507,"LINESTRING (16.398757 48.2070159, 16.3989013 48.2063518, 16.3989412 48.2061928, 16.3989524 48.2061481)"
27027295,60216506,"LINESTRING (16.3979076 48.2069115, 16.3979874 48.2063108, 16.3979914 48.2062797, 16.3980001 48.2062152, 16.3980106 48.2061319, 16.3980181 48.206073)"
27027306,27027315,"LINESTRING (16.4054957 48.2023248, 16.4062413 48.2020829, 16.4069451 48.201776, 16.4077229 48.2013521, 16.4081121 48.2010787, 16.4085522 48.2007105, 16.4088132 48.2004019, 16.4088892 48.2003065, 16.4101272 48.1985887, 16.4102282 48.1985176, 16.4105006 48.1981556, 16.4107065 48.1978822, 16.4109418 48.1975699, 16.4110844 48.1973806, 16.4111421 48.197304, 16.41125 48.1971597, 16.411296 48.1970993, 16.4113665 48.1970029)"
199566,59839001,"LINESTRING (16.3772914 48.2214804, 16.3770239 48.2213141, 16.375776 48.2205381)"
199566,546942312,"LINESTRING (16.3772914 48.2214804, 16.3769909 48.2216956, 16.3764305 48.2221261, 16.3758243 48.2225241, 16.3757479 48.2225775, 16.3754567 48.2227728, 16.3753911 48.2228168)"
33301786,33301788,"LINESTRING (16.359655 48.2265765, 16.359585 48.2265535, 16.3592967 48.2264589, 16.3592361 48.226439)"
33301786,33301781,"LINESTRING (16.359655 48.2265765, 16.3596348 48.2266286, 16.3593191 48.2274349, 16.3593041 48.2274733)"
33301788,33301790,"LINESTRING (16.3592361 48.226439, 16.3591756 48.2264192, 16.3589007 48.2263289, 16.3588573 48.2263147)"
33301788,3704516277,"LINESTRING (16.3592361 48.226439, 16.3592563 48.2263829, 16.3596674 48.2252333, 16.3596901 48.2251813)"
2397500140,91109788,"LINESTRING (16.3544959 48.22987, 16.354596 48.2298775, 16.3552845 48.2299289)"
2397500140,199617,"LINESTRING (16.3544959 48.22987, 16.3544731 48.2299134, 16.3544609 48.229946, 16.3544496 48.23006, 16.3544633 48.2301601, 16.3544759 48.2301998)"
91109788,33301714,"LINESTRING (16.3552845 48.2299289, 16.3559994 48.229975, 16.3561049 48.2299697)"
91109788,2397500175,"LINESTRING (16.3552845 48.2299289, 16.3553862 48.2291371, 16.3547567 48.2291161, 16.3547158 48.2291147)"
199617,2397500139,"LINESTRING (16.3544759 48.2301998, 16.354485 48.2302283, 16.3545039 48.230335, 16.3545147 48.2304137, 16.3545159 48.2304611, 16.3545158 48.2305536)"
199617,33302038,"LINESTRING (16.3544759 48.2301998, 16.354336 48.2301985, 16.3542634 48.2301964, 16.3535725 48.2301768, 16.353481 48.230211)"
2397500175,2397500140,"LINESTRING (16.3547158 48.2291147, 16.3547026 48.2291402, 16.3546821 48.2291826, 16.3546622 48.229246, 16.3546528 48.2292925, 16.3546286 48.2294229, 16.3545789 48.2296691, 16.3545628 48.2297307, 16.3545227 48.2298169, 16.3544959 48.22987)"
2397500175,33302030,"LINESTRING (16.3547158 48.2291147, 16.3546429 48.2291141, 16.3546032 48.2291138, 16.3545503 48.2291134, 16.3544827 48.2291108, 16.3536735 48.2290796)"
1213578843,2390756220,"LINESTRING (16.3655828 48.2351724, 16.3655547 48.2353107, 16.3654721 48.2357356, 16.3654553 48.2358157, 16.3654395 48.2358907, 16.3654287 48.2359414, 16.3654224 48.2359715, 16.3654084 48.2360376, 16.3653949 48.236104, 16.3653882 48.2361371)"
199506,33254418,"LINESTRING (16.3644589 48.2344833, 16.3644477 48.2344767, 16.3645945 48.233956)"
60211082,60209761,"LINESTRING (16.3894687 48.2226662, 16.3893626 48.2226459, 16.3892996 48.2226336, 16.3892393 48.2226091, 16.3891684 48.2225477, 16.3890143 48.2223112, 16.3888923 48.2221241)"
60211082,60210120,"LINESTRING (16.3894687 48.2226662, 16.3894506 48.2227493, 16.3892943 48.2234693, 16.3892919 48.2234913)"
60209761,60209699,"LINESTRING (16.3888923 48.2221241, 16.3885249 48.2215871)"
60209761,60209760,"LINESTRING (16.3888923 48.2221241, 16.3877939 48.2223337)"
60209699,60211059,"LINESTRING (16.3885249 48.2215871, 16.3884883 48.2215309, 16.3879611 48.2207205, 16.3879219 48.2206602)"
60209699,60209698,"LINESTRING (16.3885249 48.2215871, 16.3875333 48.2217645)"
60209760,60019189,"LINESTRING (16.3877939 48.2223337, 16.3870052 48.2224879)"
60209760,60209912,"LINESTRING (16.3877939 48.2223337, 16.3880691 48.2229322)"
60211059,59843436,"LINESTRING (16.3879219 48.2206602, 16.3878823 48.2206001, 16.387387 48.2198478, 16.387363 48.2198113, 16.3872997 48.2197151)"
60211059,60211076,"LINESTRING (16.3879219 48.2206602, 16.3872433 48.2205955, 16.3869852 48.2205707)"
60209698,60209697,"LINESTRING (16.3875333 48.2217645, 16.3867439 48.2219224)"
60209698,60209760,"LINESTRING (16.3875333 48.2217645, 16.3877939 48.2223337)"
60019189,60209759,"LINESTRING (16.3870052 48.2224879, 16.3864001 48.222604, 16.385863 48.2227032, 16.3856749 48.222738, 16.3855945 48.2227509, 16.3854941 48.222767)"
60209912,60209914,"LINESTRING (16.3880691 48.2229322, 16.38728 48.2230776)"
60209912,8296326836,"LINESTRING (16.3880691 48.2229322, 16.3884875 48.2238203, 16.3885126 48.2238735)"
59843436,60019297,"LINESTRING (16.3872997 48.2197151, 16.3872336 48.2196164, 16.3870643 48.2193663)"
59843436,59843434,"LINESTRING (16.3872997 48.2197151, 16.3883764 48.2191343)"
60211076,60019192,"LINESTRING (16.3869852 48.2205707, 16.3864962 48.2205276, 16.3863349 48.2205099, 16.3860681 48.220486)"
60211076,60209698,"LINESTRING (16.3869852 48.2205707, 16.3870136 48.2206326, 16.3870397 48.2206895, 16.3870536 48.2207198, 16.3875109 48.2217157, 16.3875333 48.2217645)"
60209697,60209696,"LINESTRING (16.3867439 48.2219224, 16.3852487 48.2222051)"
60209697,60019189,"LINESTRING (16.3867439 48.2219224, 16.3870052 48.2224879)"
60209759,60209696,"LINESTRING (16.3854941 48.222767, 16.3852487 48.2222051)"
60209759,60019144,"LINESTRING (16.3854941 48.222767, 16.3844818 48.2229631)"
60209914,60209913,"LINESTRING (16.38728 48.2230776, 16.3866423 48.2232014, 16.3857515 48.2233709)"
60209914,4089671728,"LINESTRING (16.38728 48.2230776, 16.38779 48.2241384, 16.3878137 48.2241878, 16.3878174 48.2242109, 16.3878197 48.224225)"
8296326836,60210120,"LINESTRING (16.3885126 48.2238735, 16.3890833 48.223627, 16.3891121 48.2236148, 16.389149 48.2235978, 16.3892075 48.2235601, 16.3892519 48.2235253, 16.3892919 48.2234913)"
60019297,321552478,"LINESTRING (16.3870643 48.2193663, 16.3870277 48.2193091, 16.386762 48.2189182)"
60019297,60210903,"LINESTRING (16.3870643 48.2193663, 16.3867838 48.2194215, 16.385631 48.2196485)"
60019192,1184686115,"LINESTRING (16.3860681 48.220486, 16.3859707 48.2204889, 16.3858856 48.2204975, 16.385864 48.2204997, 16.3857956 48.2205174, 16.3856873 48.2205564)"
60019192,60209697,"LINESTRING (16.3860681 48.220486, 16.3860872 48.2205267, 16.3861169 48.2205898, 16.3861446 48.2206487, 16.3867439 48.2219224)"
60209696,60019180,"LINESTRING (16.3852487 48.2222051, 16.3847973 48.221201, 16.3847816 48.221166, 16.3847299 48.2210511)"
60209696,60209695,"LINESTRING (16.3852487 48.2222051, 16.3842454 48.2223965)"
60209913,60209759,"LINESTRING (16.3857515 48.2233709, 16.3854941 48.222767)"
60209913,60019145,"LINESTRING (16.3857515 48.2233709, 16.3847324 48.2235632)"
4089671728,60211268,"LINESTRING (16.3878197 48.224225, 16.3878266 48.224239, 16.3878369 48.2242598, 16.387864 48.2243147, 16.3882657 48.2251281)"
4089671728,8296326836,"LINESTRING (16.3878197 48.224225, 16.3878974 48.2241907, 16.3880093 48.22413, 16.3881648 48.2240507, 16.3885126 48.2238735)"
321552478,59986920,"LINESTRING (16.386762 48.2189182, 16.3865423 48.2186003, 16.38651 48.2185491)"
321552478,321552476,"LINESTRING (16.386762 48.2189182, 16.3879888 48.2186163)"
60210903,60210748,"LINESTRING (16.385631 48.2196485, 16.3850613 48.2197606)"
60210903,1709320636,"LINESTRING (16.385631 48.2196485, 16.3858992 48.2202463, 16.3859204 48.2202951, 16.3859983 48.2203957)"
1184686115,1709320636,"LINESTRING (16.3856873 48.2205564, 16.3858517 48.2204714, 16.3859983 48.2203957)"
60210748,1188290362,"LINESTRING (16.3850613 48.2197606, 16.3849392 48.2197846)"
60210748,60656869,"LINESTRING (16.3850613 48.2197606, 16.3846303 48.2189597)"
1709320636,59843436,"LINESTRING (16.3859983 48.2203957, 16.3861262 48.2203321, 16.3861902 48.220299, 16.3870909 48.2198226, 16.3872997 48.2197151)"
1709320636,60019192,"LINESTRING (16.3859983 48.2203957, 16.3860681 48.220486)"
1188290362,60019295,"LINESTRING (16.3849392 48.2197846, 16.3842249 48.2199252)"
1188290362,60210926,"LINESTRING (16.3849392 48.2197846, 16.3853005 48.220616, 16.385349 48.2207277)"
303480751,59843459,"LINESTRING (16.3826837 48.2249426, 16.3821053 48.2245326, 16.3819231 48.2240943)"
2388183606,303480751,"LINESTRING (16.3831742 48.2252899, 16.3830652 48.2252145, 16.3826837 48.2249426)"
2388183606,60210198,"LINESTRING (16.3831742 48.2252899, 16.3832455 48.2252046, 16.3833454 48.2251253, 16.3834884 48.2250702)"
33254422,33254423,"LINESTRING (16.3670446 48.2347445, 16.365798 48.2346338, 16.365714 48.2346263, 16.3656969 48.2346248)"
33254422,1213578843,"LINESTRING (16.3670446 48.2347445, 16.3671048 48.2350966, 16.3670952 48.2351356, 16.3670542 48.2351748, 16.3669613 48.2351938, 16.3657001 48.2351742, 16.3656039 48.2351727, 16.3655828 48.2351724)"
199495,33254342,"LINESTRING (16.3712563 48.2352009, 16.3713155 48.2352232, 16.3726418 48.2352411, 16.3727384 48.2352424)"
33254342,69729389,"LINESTRING (16.3727384 48.2352424, 16.373588 48.235261, 16.3740307 48.2352707)"
69729389,378960,"LINESTRING (16.3740307 48.2352707, 16.3751406 48.2352881, 16.3752729 48.2352606, 16.3755614 48.2351513, 16.3756962 48.2351265)"
2075690517,27026797,"LINESTRING (16.3746966 48.2342073, 16.3745762 48.2341978, 16.3736367 48.2341234, 16.3731014 48.2341218, 16.3730869 48.2341246, 16.3730297 48.2341354)"
2075690517,378957,"LINESTRING (16.3746966 48.2342073, 16.3747353 48.2334982, 16.3747492 48.2332771)"
378957,33254345,"LINESTRING (16.3747492 48.2332771, 16.3747569 48.233042, 16.3747948 48.2324116)"
378957,380093,"LINESTRING (16.3747492 48.2332771, 16.3733535 48.2331134, 16.3732779 48.2331045)"
33254346,3904389996,"LINESTRING (16.3748389 48.23156, 16.3748799 48.2310234, 16.3748942 48.2309699)"
33254346,696519,"LINESTRING (16.3748389 48.23156, 16.3737106 48.231356)"
60143829,60143984,"LINESTRING (16.3785664 48.2082402, 16.3785623 48.2081834, 16.3784324 48.2078141, 16.378412 48.2077502)"
60143681,60143829,"LINESTRING (16.3773023 48.2086498, 16.3774432 48.208613, 16.3775097 48.2085884, 16.3778758 48.2084525, 16.3779222 48.2084353, 16.3782139 48.2083297, 16.3782871 48.2083119, 16.3785664 48.2082402)"
151027887,264055536,"LINESTRING (16.3341004 48.2181913, 16.3343443 48.2181812, 16.3345724 48.2181654, 16.3346718 48.2181482, 16.3347704 48.2181253, 16.3350057 48.2180349, 16.3352407 48.2179267, 16.3352632 48.2179192, 16.3353567 48.2178882)"
264055536,33144831,"LINESTRING (16.3353567 48.2178882, 16.3354273 48.2178758, 16.3368545 48.2176213, 16.3368815 48.2176175, 16.3369127 48.2176141, 16.336958 48.217611, 16.3370054 48.2176101)"
264055536,264055537,"LINESTRING (16.3353567 48.2178882, 16.3353773 48.2179444, 16.3355276 48.2183546, 16.3355858 48.2185135, 16.3358173 48.2191453)"
33144831,33144826,"LINESTRING (16.3370054 48.2176101, 16.3370452 48.2176116, 16.3370851 48.2176159, 16.3373825 48.2176631, 16.3375506 48.2176912)"
33144831,685159,"LINESTRING (16.3370054 48.2176101, 16.3370281 48.217546, 16.3370367 48.2175218, 16.3372122 48.2171761, 16.337242 48.2171175)"
264055537,264055538,"LINESTRING (16.3358173 48.2191453, 16.336055 48.2197941)"
264055537,264061926,"LINESTRING (16.3358173 48.2191453, 16.3378102 48.2187331)"
33144826,33144821,"LINESTRING (16.3375506 48.2176912, 16.3379315 48.2177559, 16.3382145 48.2177465, 16.3385519 48.2177103, 16.3388396 48.2176864, 16.3392305 48.2176641)"
