u,v,geometry
33182056,33182053,"LINESTRING (16.3499515 48.2172592, 16.3499422 48.2172035, 16.349933 48.2171571, 16.3499306 48.2171369, 16.3497361 48.2159657)"
33182051,68164549,"LINESTRING (16.3457934 48.2163553, 16.345772 48.2159105, 16.3457269 48.215544, 16.3457204 48.215491)"
33182051,33182066,"LINESTRING (16.3457934 48.2163553, 16.3457244 48.2163651, 16.3454181 48.2163892)"
27028195,378720,"LINESTRING (16.3481679 48.2174043, 16.3482657 48.2174239, 16.3487792 48.2175255, 16.3494019 48.217649, 16.3498011 48.2177309)"
685158,33182049,"LINESTRING (16.345685 48.2152903, 16.3456744 48.2152361, 16.3456031 48.2145477, 16.3455631 48.2144727, 16.3455458 48.2141933)"
685158,2455074401,"LINESTRING (16.345685 48.2152903, 16.3455803 48.215278, 16.3452835 48.2152592, 16.3442351 48.2152235, 16.3438767 48.2152068, 16.3437811 48.2152024)"
249607807,33182067,"LINESTRING (16.3447897 48.2157113, 16.3450755 48.2163706)"
249607807,2451408746,"LINESTRING (16.3447897 48.2157113, 16.3439738 48.2159225, 16.3438622 48.2159723, 16.3438057 48.2160109, 16.3437709 48.2160559)"
915829192,66271170,"LINESTRING (16.3518535 48.2190074, 16.3519709 48.2190688, 16.3520703 48.2191115, 16.3522373 48.2191833, 16.3524121 48.2192468, 16.3530505 48.219484, 16.3533977 48.2196026, 16.3538954 48.2197855, 16.3541409 48.2198758, 16.3549501 48.220172, 16.3551295 48.2202327, 16.3557028 48.2204433, 16.3557485 48.2204601, 16.3558148 48.2204844, 16.3559008 48.2204847, 16.3560048 48.2204601, 16.3561501 48.2204245)"
915829192,33345326,"LINESTRING (16.3518535 48.2190074, 16.3519131 48.2191406, 16.3519865 48.2193081, 16.3520485 48.2194579, 16.3521127 48.2196532, 16.352194 48.2198332, 16.3524752 48.2204552)"
75605503,33182056,"LINESTRING (16.3499805 48.2174845, 16.3499654 48.2173832, 16.3499515 48.2172592)"
33182066,33182067,"LINESTRING (16.3454181 48.2163892, 16.3450755 48.2163706)"
378720,915829192,"LINESTRING (16.3498011 48.2177309, 16.3502286 48.2179399, 16.3506642 48.218209, 16.3510422 48.2185037, 16.351171 48.2185871, 16.3514166 48.218746, 16.3515083 48.2188054, 16.3516278 48.2188901, 16.3517117 48.2189337, 16.3517713 48.2189647, 16.3518535 48.2190074)"
378720,75605503,"LINESTRING (16.3498011 48.2177309, 16.3499805 48.2174845)"
33182049,33182048,"LINESTRING (16.3455458 48.2141933, 16.3455683 48.2141571, 16.3454776 48.2131705, 16.3454729 48.2131188)"
2455074401,2455074396,"LINESTRING (16.3437811 48.2152024, 16.3436809 48.2151989, 16.3436258 48.215197, 16.3433285 48.2151868, 16.3427655 48.2151708)"
2455074401,199485,"LINESTRING (16.3437811 48.2152024, 16.3437667 48.2152556, 16.343759 48.2152805, 16.3437435 48.2153159, 16.3437351 48.2153553, 16.3437177 48.2156103, 16.3437057 48.2158197, 16.3436858 48.215898, 16.3436743 48.2159267)"
33182067,199486,"LINESTRING (16.3450755 48.2163706, 16.3444446 48.216499)"
2451408746,685161,"LINESTRING (16.3437709 48.2160559, 16.3437413 48.2160499, 16.3436983 48.2160412, 16.3436265 48.2160266, 16.3434676 48.2160075)"
2451408746,33144376,"LINESTRING (16.3437709 48.2160559, 16.3437536 48.2161096, 16.3437153 48.2166778, 16.3437101 48.2167812, 16.3437438 48.216845, 16.3437354 48.2168998, 16.3436531 48.2169851)"
199485,685161,"LINESTRING (16.3436743 48.2159267, 16.3436069 48.2159675, 16.3434676 48.2160075)"
199486,378700,"LINESTRING (16.3444446 48.216499, 16.3444641 48.2165418, 16.3445465 48.2167375, 16.3445443 48.2168208)"
685161,33143752,"LINESTRING (16.3434676 48.2160075, 16.3434091 48.2160201, 16.3430021 48.216108, 16.3427868 48.2161544)"
1114680094,199609,"LINESTRING (16.3454011 48.212524, 16.3453768 48.212462)"
1114680094,1114010120,"LINESTRING (16.3454011 48.212524, 16.3452813 48.2124668, 16.3451262 48.2123966, 16.3448855 48.2122877, 16.3446432 48.2121674, 16.344126 48.2119157)"
123849573,33182047,"LINESTRING (16.3459839 48.2131215, 16.3460701 48.2131265, 16.3461723 48.2131324, 16.3462975 48.2131397, 16.3466256 48.2131491, 16.3469604 48.2131576, 16.347284 48.2131666)"
123849573,1114680094,"LINESTRING (16.3459839 48.2131215, 16.345933 48.2130657, 16.3459152 48.2130463, 16.3458742 48.2129988, 16.3458292 48.2129437, 16.3457565 48.2128472, 16.3457003 48.2127736, 16.3456364 48.2127037, 16.3455844 48.2126546, 16.3455562 48.2126293, 16.3455181 48.212601, 16.3455007 48.2125887, 16.3454687 48.2125662, 16.3454011 48.212524)"
33143752,33144412,"LINESTRING (16.3427868 48.2161544, 16.3428138 48.2162133, 16.3428644 48.2163234, 16.3430778 48.2167886, 16.3431044 48.2168464, 16.3431341 48.2169111, 16.343154 48.2169545, 16.3431726 48.216996, 16.3431842 48.2170213, 16.3432089 48.2170754)"
33143752,685164,"LINESTRING (16.3427868 48.2161544, 16.3420553 48.2163189, 16.34195 48.2163426)"
378701,27028195,"LINESTRING (16.3462268 48.2174711, 16.3468679 48.2174111, 16.3471385 48.2173936, 16.3474156 48.2173756, 16.3477016 48.2173795, 16.3480248 48.217384, 16.3481679 48.2174043)"
378701,33182073,"LINESTRING (16.3462268 48.2174711, 16.3462271 48.2177795, 16.3454392 48.2179161)"
33182073,33182070,"LINESTRING (16.3454392 48.2179161, 16.3454627 48.2171655)"
33182073,33144419,"LINESTRING (16.3454392 48.2179161, 16.3447083 48.218044, 16.3445798 48.2180665)"
199759,199744,"LINESTRING (16.3562095 48.2136341, 16.3562944 48.2136233, 16.3571308 48.2135166)"
199759,199510,"LINESTRING (16.3562095 48.2136341, 16.356395 48.2143945, 16.3564336 48.2144309)"
199744,199745,"LINESTRING (16.3571308 48.2135166, 16.3571968 48.2135079, 16.3580283 48.2133977, 16.358084 48.2133903)"
199744,33183670,"LINESTRING (16.3571308 48.2135166, 16.3569009 48.2127623, 16.3568763 48.2126817)"
199510,291325619,"LINESTRING (16.3564336 48.2144309, 16.356529 48.2144589, 16.3573774 48.2143253)"
1528697885,392633,"LINESTRING (16.3549364 48.2041511, 16.3544474 48.2041219, 16.3540923 48.2041024)"
1528697885,33183709,"LINESTRING (16.3549364 48.2041511, 16.3549141 48.204406)"
291325619,199744,"LINESTRING (16.3573774 48.2143253, 16.3573575 48.2142517, 16.3571308 48.2135166)"
291325619,291325801,"LINESTRING (16.3573774 48.2143253, 16.3574323 48.2143185, 16.3581513 48.2142292, 16.3583227 48.2142079)"
3704365807,199539,"LINESTRING (16.353422 48.2121065, 16.3535822 48.2115261)"
3704365807,31259166,"LINESTRING (16.353422 48.2121065, 16.3528568 48.2120408)"
17312845,670006,"LINESTRING (16.3527753 48.2074861, 16.3525708 48.2081344, 16.3525266 48.2082747)"
33183688,17312843,"LINESTRING (16.3520633 48.2063824, 16.3515929 48.206322, 16.3514408 48.2063184)"
33183688,33183686,"LINESTRING (16.3520633 48.2063824, 16.35206 48.2063926, 16.3514849 48.2081715)"
685138,685137,"LINESTRING (16.3626361 48.1984306, 16.3624138 48.1983232, 16.362226 48.1982325, 16.3620124 48.1981288, 16.3617924 48.198022, 16.3614883 48.197874, 16.3612438 48.1977673, 16.3608757 48.1976434)"
685138,48097362,"LINESTRING (16.3626361 48.1984306, 16.3625909 48.1984758, 16.3614292 48.1996368)"
685122,34797087,"LINESTRING (16.3638149 48.1984691, 16.3638905 48.1985108, 16.3649556 48.1990817, 16.3650293 48.1991205)"
685122,34774204,"LINESTRING (16.3638149 48.1984691, 16.363868 48.1984226, 16.3646115 48.1978281, 16.3646992 48.1977524)"
59983338,57523082,"LINESTRING (16.3741386 48.2183996, 16.3736134 48.2188167)"
76463437,60215970,"LINESTRING (16.3994871 48.1954032, 16.3990763 48.1955598, 16.3990045 48.1955852)"
60215978,60216225,"LINESTRING (16.3979157 48.1957718, 16.3968721 48.196255, 16.3965398 48.1964769, 16.3963948 48.196571, 16.3960945 48.1967659, 16.3960608 48.1967971)"
60215978,60216157,"LINESTRING (16.3979157 48.1957718, 16.3981765 48.1970391, 16.3988804 48.1980062, 16.3989443 48.1981457)"
76463413,76463396,"LINESTRING (16.3984427 48.1949544, 16.3980839 48.1945507)"
76463413,76463435,"LINESTRING (16.3984427 48.1949544, 16.3989163 48.1947677)"
60216225,60216235,"LINESTRING (16.3960608 48.1967971, 16.3960067 48.1967935, 16.39587 48.1967838)"
60216225,60216251,"LINESTRING (16.3960608 48.1967971, 16.3966827 48.1979982, 16.3971211 48.1990242, 16.3971649 48.1991127, 16.3971779 48.1992045)"
60216157,60216251,"LINESTRING (16.3989443 48.1981457, 16.3972434 48.1991648, 16.3971779 48.1992045)"
76463396,60215987,"LINESTRING (16.3980839 48.1945507, 16.3979649 48.1944188, 16.3978607 48.1943033, 16.3977333 48.1941502, 16.3976257 48.1940359)"
76463435,111121057,"LINESTRING (16.3989163 48.1947677, 16.3991459 48.1946325)"
76463435,76463437,"LINESTRING (16.3989163 48.1947677, 16.3994871 48.1954032)"
60216251,82758523,"LINESTRING (16.3971779 48.1992045, 16.3971955 48.1992924, 16.3976104 48.2000617, 16.3977569 48.2003333, 16.3978622 48.2004425, 16.3979873 48.2005003, 16.3980517 48.20053)"
60216251,60216246,"LINESTRING (16.3971779 48.1992045, 16.3971123 48.1992449, 16.3965734 48.1995763)"
60215987,76463391,"LINESTRING (16.3976257 48.1940359, 16.3976772 48.1939777, 16.3977842 48.1938673, 16.3980547 48.1935649, 16.3982213 48.1933785)"
60215987,61969137,"LINESTRING (16.3976257 48.1940359, 16.3975156 48.1939526, 16.3973118 48.1937968, 16.3970946 48.1936309, 16.396098 48.1928692, 16.3960488 48.1928316)"
111121057,76463388,"LINESTRING (16.3991459 48.1946325, 16.3993199 48.194536, 16.3995908 48.1943787)"
60216246,300877849,"LINESTRING (16.3965734 48.1995763, 16.3951899 48.1980111, 16.3950931 48.1979139)"
60216246,87933608,"LINESTRING (16.3965734 48.1995763, 16.3962608 48.1997609, 16.396175 48.1998125, 16.3950319 48.200501, 16.3949576 48.2005447)"
76463391,76463372,"LINESTRING (16.3982213 48.1933785, 16.3984207 48.1931591, 16.3986082 48.1929528, 16.3986807 48.1928731)"
76463391,76463400,"LINESTRING (16.3982213 48.1933785, 16.3983278 48.1934558, 16.3990202 48.1939582)"
61969137,119338207,"LINESTRING (16.3960488 48.1928316, 16.3959297 48.19274, 16.3956844 48.1925476, 16.395364 48.1922963, 16.3950182 48.1920251, 16.3949682 48.1919854, 16.3949016 48.1919406, 16.3948895 48.1919324, 16.3948747 48.1919225, 16.3948199 48.1918856)"
76463388,76463410,"LINESTRING (16.3995908 48.1943787, 16.4002208 48.1939645)"
76463385,76463437,"LINESTRING (16.4002451 48.1950998, 16.4001855 48.1951243, 16.399812 48.1952763, 16.3994871 48.1954032)"
76463385,76463388,"LINESTRING (16.4002451 48.1950998, 16.3995908 48.1943787)"
76463410,76463341,"LINESTRING (16.4002208 48.1939645, 16.399934 48.1937562)"
115171873,61969537,"LINESTRING (16.3932488 48.1966429, 16.3923304 48.1966109)"
115171873,115171268,"LINESTRING (16.3932488 48.1966429, 16.3933029 48.1959803, 16.3943094 48.1960583)"
115171268,61968910,"LINESTRING (16.3943094 48.1960583, 16.3946606 48.1952751, 16.3946765 48.1952358)"
61969017,76463268,"LINESTRING (16.3966684 48.195425, 16.3968029 48.1952109, 16.3968048 48.1952104, 16.3969026 48.1950565)"
61968910,61969142,"LINESTRING (16.3946765 48.1952358, 16.3933135 48.1943296, 16.3932494 48.194287)"
61969537,83676802,"LINESTRING (16.3923304 48.1966109, 16.3919541 48.1966147, 16.3914765 48.1966195, 16.390968 48.1966282, 16.3909106 48.1966284, 16.3908462 48.1966277)"
61969537,83674990,"LINESTRING (16.3923304 48.1966109, 16.3924518 48.1971618)"
76463268,60215987,"LINESTRING (16.3969026 48.1950565, 16.3971199 48.1947334, 16.3972904 48.1945017, 16.3974297 48.1943094, 16.3975528 48.1941369, 16.3976257 48.1940359)"
76463268,60215978,"LINESTRING (16.3969026 48.1950565, 16.3969951 48.1951218, 16.3979157 48.1957718)"
61969142,8638222096,"LINESTRING (16.3932494 48.194287, 16.3931623 48.1942476, 16.3921121 48.1932343, 16.3920966 48.1932194, 16.3920763 48.1932006, 16.3920556 48.1931815, 16.3920289 48.1931488, 16.392021 48.1931365, 16.392013 48.1931243, 16.3919924 48.1930914)"
61969142,61969141,"LINESTRING (16.3932494 48.194287, 16.3933252 48.1942488, 16.3944409 48.1936867)"
83676802,83676309,"LINESTRING (16.3908462 48.1966277, 16.390331 48.1966289, 16.3901499 48.1966293, 16.3896599 48.1966304)"
83676802,30696001,"LINESTRING (16.3908462 48.1966277, 16.3908468 48.1971664)"
83674990,83675002,"LINESTRING (16.3924518 48.1971618, 16.3936913 48.1974657)"
83674990,61969535,"LINESTRING (16.3924518 48.1971618, 16.3923065 48.1977534)"
8638222096,300874590,"LINESTRING (16.3919924 48.1930914, 16.3910315 48.1933822)"
61969141,61969017,"LINESTRING (16.3944409 48.1936867, 16.3965489 48.195336, 16.3966684 48.195425)"
61969141,62634710,"LINESTRING (16.3944409 48.1936867, 16.3954327 48.1931764)"
83676309,29646672,"LINESTRING (16.3896599 48.1966304, 16.3893369 48.1966323, 16.3888991 48.1966348, 16.3871031 48.1966452, 16.386997 48.1966458, 16.3869766 48.1966459)"
83676309,83676313,"LINESTRING (16.3896599 48.1966304, 16.389663 48.1971606)"
30696001,83674990,"LINESTRING (16.3908468 48.1971664, 16.3924518 48.1971618)"
30696001,83676801,"LINESTRING (16.3908468 48.1971664, 16.3908441 48.1975768)"
83675002,30695999,"LINESTRING (16.3936913 48.1974657, 16.3950156 48.1977933, 16.3951523 48.197827)"
83675002,61969391,"LINESTRING (16.3936913 48.1974657, 16.3937736 48.1972972, 16.394042 48.1966787)"
61969535,61969235,"LINESTRING (16.3923065 48.1977534, 16.3922673 48.1979132, 16.3933843 48.1981518)"
29646672,319894750,"LINESTRING (16.3869766 48.1966459, 16.3867779 48.1961218, 16.3867304 48.1959945, 16.3867072 48.1959191, 16.3866814 48.1958349)"
83676313,30696001,"LINESTRING (16.389663 48.1971606, 16.3908468 48.1971664)"
61969235,83675002,"LINESTRING (16.3933843 48.1981518, 16.3936913 48.1974657)"
319894750,5262631762,"LINESTRING (16.3866814 48.1958349, 16.3866642 48.1957736, 16.386653 48.1957245, 16.3866426 48.1956788, 16.386613 48.1954989, 16.3865891 48.1953483, 16.3865477 48.1950732, 16.3865328 48.194975)"
319894750,47997972,"LINESTRING (16.3866814 48.1958349, 16.3866595 48.1958351, 16.3865669 48.1958362, 16.3864103 48.1958392, 16.3862637 48.1958498, 16.3861882 48.1958769, 16.3861447 48.1959087, 16.3861126 48.1959839, 16.385963 48.1965416, 16.3858957 48.1967924, 16.3858118 48.1971052, 16.3858048 48.1971314, 16.3857857 48.1972025, 16.3857655 48.1972805, 16.3857579 48.1973098, 16.3857313 48.1974127, 16.3857025 48.197524, 16.3856296 48.1978058)"
5262631762,29667406,"LINESTRING (16.3865328 48.194975, 16.3865145 48.1948335, 16.3864775 48.1946787, 16.3864604 48.1946186, 16.3864585 48.1946105, 16.3864556 48.1945987)"
5262631762,47998159,"LINESTRING (16.3865328 48.194975, 16.3865564 48.1949717, 16.3866357 48.1949608, 16.3888021 48.1945377)"
47997972,47997968,"LINESTRING (16.3856296 48.1978058, 16.3854936 48.1983312)"
47997972,47997975,"LINESTRING (16.3856296 48.1978058, 16.3871381 48.1977253, 16.3872234 48.1977208, 16.387242 48.1977198)"
29667406,119342046,"LINESTRING (16.3864556 48.1945987, 16.3864398 48.1945456, 16.3864362 48.1945332, 16.3864321 48.1945192, 16.3864153 48.1944618)"
47998159,47998163,"LINESTRING (16.3888021 48.1945377, 16.3890275 48.1950185)"
47998159,119332372,"LINESTRING (16.3888021 48.1945377, 16.3890476 48.1944883, 16.3891462 48.1944684, 16.3914844 48.1939972)"
119342046,119342053,"LINESTRING (16.3864153 48.1944618, 16.3863963 48.1944655, 16.3862924 48.1944856, 16.3862563 48.1944942, 16.3861989 48.1945128, 16.3859202 48.1946118, 16.3854808 48.1947827)"
119342046,83681586,"LINESTRING (16.3864153 48.1944618, 16.3864093 48.1944376, 16.386392 48.1943683, 16.386377 48.1942996, 16.386353 48.1941849)"
47998163,27026860,"LINESTRING (16.3890275 48.1950185, 16.3891534 48.1949977, 16.3902415 48.1948175, 16.3909975 48.1946923, 16.3916799 48.1945793)"
119332372,27026860,"LINESTRING (16.3914844 48.1939972, 16.3916799 48.1945793)"
43510457,43509728,"LINESTRING (16.4011475 48.1979653, 16.401239 48.1979278, 16.4013827 48.1978737, 16.40143 48.1978533, 16.4023655 48.1974731, 16.4024495 48.1974411)"
43510457,43511318,"LINESTRING (16.4011475 48.1979653, 16.4012117 48.1980337, 16.401236 48.198059, 16.4018461 48.1986934)"
64847852,60216386,"LINESTRING (16.3910989 48.2021089, 16.391223 48.2021761, 16.3912678 48.2022004, 16.3915126 48.2023909, 16.3916619 48.2025167, 16.391678 48.2025261, 16.3918288 48.2026143, 16.3919923 48.2026824, 16.3921529 48.202716, 16.3922765 48.2027215, 16.3923842 48.2027131, 16.3927437 48.202679, 16.3928576 48.2026721)"
64847852,30059990,"LINESTRING (16.3910989 48.2021089, 16.3914828 48.2018365, 16.3915884 48.2017547)"
54488365,64847852,"LINESTRING (16.3904636 48.2025903, 16.3905309 48.2025382, 16.3906815 48.2024249, 16.3907826 48.2023484, 16.3909816 48.2021977, 16.3910989 48.2021089)"
82758327,82758326,"LINESTRING (16.4000137 48.2004411, 16.3995068 48.1998471)"
82758327,60216362,"LINESTRING (16.4000137 48.2004411, 16.3994438 48.2007392, 16.3989202 48.2010131, 16.3985192 48.2012264, 16.3977258 48.2007756)"
3634506217,17314582,"LINESTRING (16.4131749 48.2184316, 16.4124571 48.2179941, 16.4122934 48.2179571)"
3634506217,32452464,"LINESTRING (16.4131749 48.2184316, 16.4131143 48.2184759, 16.4124106 48.2189814, 16.4120309 48.2192527)"
73883463,60717335,"LINESTRING (16.3899046 48.2321161, 16.3899746 48.2321526, 16.3905108 48.232432)"
73883463,73876228,"LINESTRING (16.3899046 48.2321161, 16.388312 48.2335606)"
1678337841,1678337880,"LINESTRING (16.3876594 48.2332211, 16.3870639 48.2337571)"
75201984,32585255,"LINESTRING (16.3859803 48.2347454, 16.3866221 48.2350695)"
75201984,75202474,"LINESTRING (16.3859803 48.2347454, 16.3839818 48.2365005)"
1678337845,1678337839,"LINESTRING (16.3864128 48.2334312, 16.3870121 48.2329009)"
1678337845,1678337880,"LINESTRING (16.3864128 48.2334312, 16.3870639 48.2337571)"
3904409033,1698077445,"LINESTRING (16.3814052 48.235203, 16.3813428 48.2351727, 16.3812547 48.2351302, 16.3804884 48.2347606)"
3904409033,3904409038,"LINESTRING (16.3814052 48.235203, 16.3813296 48.2352692, 16.3812979 48.2352977, 16.3809865 48.235577, 16.3804298 48.2360763)"
1698077445,1698077448,"LINESTRING (16.3804884 48.2347606, 16.3796823 48.2352404, 16.3792691 48.2354863)"
60717335,60626323,"LINESTRING (16.3905108 48.232432, 16.391374 48.2328817)"
73876228,73888584,"LINESTRING (16.388312 48.2335606, 16.3877213 48.2340919)"
1678337880,73888584,"LINESTRING (16.3870639 48.2337571, 16.3877213 48.2340919)"
32585255,60717333,"LINESTRING (16.3866221 48.2350695, 16.3866958 48.2351064, 16.3872272 48.2353723)"
32585255,60626568,"LINESTRING (16.3866221 48.2350695, 16.3847315 48.2367696, 16.3846627 48.2368334)"
75202474,78376092,"LINESTRING (16.3839818 48.2365005, 16.3838015 48.2364141, 16.3834176 48.2362207, 16.3833314 48.2361773)"
1678337839,1678337837,"LINESTRING (16.3870121 48.2329009, 16.3886384 48.2314564)"
1678337839,1678337841,"LINESTRING (16.3870121 48.2329009, 16.3876594 48.2332211)"
3904409038,3904409040,"LINESTRING (16.3804298 48.2360763, 16.379647 48.2367686, 16.379543 48.2368592, 16.3794887 48.2369065)"
3904409038,1698077477,"LINESTRING (16.3804298 48.2360763, 16.3804782 48.2361006, 16.3805095 48.2361156, 16.3805562 48.2361398, 16.3806187 48.2361708, 16.3817298 48.2367212, 16.3817896 48.2367508)"
1698077448,696500,"LINESTRING (16.3792691 48.2354863, 16.3780883 48.236189, 16.3779987 48.2362356)"
1698077448,3904409038,"LINESTRING (16.3792691 48.2354863, 16.3803669 48.2360443, 16.3804298 48.2360763)"
60626323,1682055173,"LINESTRING (16.391374 48.2328817, 16.3924342 48.2334345, 16.39257 48.2335053)"
60626323,75218413,"LINESTRING (16.391374 48.2328817, 16.3910922 48.2331212, 16.3907025 48.2334524, 16.3905923 48.2335458, 16.3904519 48.2336667)"
73888584,32585255,"LINESTRING (16.3877213 48.2340919, 16.3868729 48.2348478, 16.3867062 48.2349967, 16.3866221 48.2350695)"
1682055173,378973,"LINESTRING (16.39257 48.2335053, 16.3926582 48.2335528, 16.3926914 48.2335705, 16.3934838 48.2339938, 16.3937912 48.2341558, 16.3940285 48.2342836, 16.3941518 48.23435)"
1682055173,33470205,"LINESTRING (16.39257 48.2335053, 16.3926808 48.2334104, 16.3927834 48.2333208, 16.3930793 48.2330623, 16.3933028 48.2328671, 16.3935201 48.2326853, 16.3942922 48.2320394, 16.3944364 48.2319181, 16.394549 48.2318239)"
75218413,73872931,"LINESTRING (16.3904519 48.2336667, 16.390406 48.2337044, 16.3897373 48.2342801)"
73872931,60626316,"LINESTRING (16.3897373 48.2342801, 16.3896793 48.234331, 16.3892817 48.2346796, 16.3880764 48.2356835, 16.3879928 48.2357553)"
73872931,73878512,"LINESTRING (16.3897373 48.2342801, 16.3889088 48.2338635)"
60626316,685295,"LINESTRING (16.3879928 48.2357553, 16.3880819 48.2357986, 16.388824 48.236159, 16.3890755 48.2362824, 16.3892069 48.2363468)"
60626316,60626705,"LINESTRING (16.3879928 48.2357553, 16.3872587 48.2363818, 16.3860384 48.2374231, 16.3859682 48.2374833)"
73878512,60717335,"LINESTRING (16.3889088 48.2338635, 16.3905108 48.232432)"
73878512,73876228,"LINESTRING (16.3889088 48.2338635, 16.3883797 48.2335951, 16.388312 48.2335606)"
685295,1682055175,"LINESTRING (16.3892069 48.2363468, 16.3893184 48.2364016, 16.3893531 48.2364187, 16.3896769 48.2365834, 16.3898362 48.2366644, 16.3901117 48.2368067)"
685295,1682055174,"LINESTRING (16.3892069 48.2363468, 16.3892766 48.2362841, 16.3894041 48.2361788, 16.3895614 48.2360473, 16.3905343 48.2352253, 16.3910451 48.2347937, 16.3916363 48.2342942)"
60626705,60626597,"LINESTRING (16.3859682 48.2374833, 16.3858885 48.237443, 16.3857353 48.2373655, 16.3852757 48.2371331)"
60626742,60626705,"LINESTRING (16.3865194 48.2377565, 16.3863506 48.237676, 16.3862407 48.2376207, 16.3859682 48.2374833)"
685294,60626944,"LINESTRING (16.3853288 48.2397347, 16.3853966 48.2396743, 16.386189 48.2389686)"
685294,60626740,"LINESTRING (16.3853288 48.2397347, 16.3852148 48.2396817, 16.3846824 48.239434)"
60733464,60625989,"LINESTRING (16.3829226 48.2420223, 16.3827958 48.2419637, 16.3826115 48.24188, 16.3820928 48.2416442, 16.3819312 48.2415707, 16.3817212 48.2414753)"
60733464,685294,"LINESTRING (16.3829226 48.2420223, 16.3829991 48.2419504, 16.3835922 48.2413883, 16.3836072 48.2413491, 16.3836314 48.2413094, 16.3836858 48.2412536, 16.38385 48.2410887, 16.3840137 48.2409221, 16.3840515 48.2409001, 16.3841303 48.2408787, 16.3841464 48.2408702, 16.3849777 48.2400719, 16.3852472 48.2398131, 16.3853288 48.2397347)"
329330704,60731771,"LINESTRING (16.3816115 48.2446664, 16.3815365 48.2446316, 16.3807241 48.2442718, 16.3806666 48.2442307, 16.3805707 48.2441857)"
60717333,60626316,"LINESTRING (16.3872272 48.2353723, 16.3879928 48.2357553)"
60717333,73878512,"LINESTRING (16.3872272 48.2353723, 16.3873093 48.2352981, 16.3877352 48.2349146, 16.3889088 48.2338635)"
60626568,75202474,"LINESTRING (16.3846627 48.2368334, 16.3845712 48.2367885, 16.3842862 48.2366477, 16.3840804 48.2365482, 16.3839818 48.2365005)"
60626568,60626570,"LINESTRING (16.3846627 48.2368334, 16.3845878 48.2368998, 16.3836814 48.2377029)"
1682055175,1682055177,"LINESTRING (16.3901117 48.2368067, 16.3881067 48.2385404)"
1682055174,1682055173,"LINESTRING (16.3916363 48.2342942, 16.3918822 48.2340838, 16.3922095 48.2338099, 16.3922912 48.2337409, 16.39257 48.2335053)"
1682055174,75218413,"LINESTRING (16.3916363 48.2342942, 16.3904519 48.2336667)"
60625989,60626127,"LINESTRING (16.3817212 48.2414753, 16.3812885 48.2412754, 16.3809361 48.2411126, 16.3803289 48.2408366, 16.3802398 48.2407961)"
60625989,60732835,"LINESTRING (16.3817212 48.2414753, 16.3813856 48.2417869, 16.3812932 48.2418727, 16.3811529 48.242003, 16.3811391 48.2420158, 16.3810273 48.2421196, 16.3809197 48.2422206, 16.3807895 48.2423406, 16.3807601 48.2423677, 16.3803404 48.2427561, 16.380279 48.2428144, 16.3799205 48.2431473, 16.3798278 48.2432333, 16.3797764 48.2432811, 16.3797459 48.2433094, 16.3796399 48.2434078, 16.3795202 48.2435206, 16.3794278 48.2435838)"
60731771,60733464,"LINESTRING (16.3805707 48.2441857, 16.38061 48.2441495, 16.3809475 48.2438367, 16.3811058 48.2436899, 16.3822147 48.2426621, 16.3828333 48.2420887, 16.3829226 48.2420223)"
60731771,60732835,"LINESTRING (16.3805707 48.2441857, 16.3804629 48.244139, 16.3801271 48.2439947, 16.3800106 48.2439447, 16.3795976 48.243769, 16.3795163 48.2437193, 16.3794717 48.2436921, 16.3794278 48.2435838)"
60626597,60626568,"LINESTRING (16.3852757 48.2371331, 16.3847585 48.2368787, 16.3847344 48.2368668, 16.3846627 48.2368334)"
60626597,60717333,"LINESTRING (16.3852757 48.2371331, 16.3853719 48.2370442, 16.3872272 48.2353723)"
3904409040,3696014531,"LINESTRING (16.3794887 48.2369065, 16.379367 48.2369967, 16.3793315 48.2370278, 16.3791211 48.2372116, 16.3788926 48.2374159, 16.3788165 48.2374976, 16.3786949 48.2376243, 16.3785642 48.2377394, 16.3782176 48.2380447, 16.3781671 48.2380932)"
3904409040,696500,"LINESTRING (16.3794887 48.2369065, 16.379426 48.2368626, 16.3793209 48.236812, 16.37892 48.2366193, 16.378727 48.2365621, 16.3786613 48.2365426, 16.3785259 48.2364785, 16.3780904 48.2362792, 16.3779987 48.2362356)"
1698077477,1698077480,"LINESTRING (16.3817896 48.2367508, 16.3816799 48.2371774, 16.3816473 48.2373849, 16.3818505 48.2374993)"
696500,199545,"LINESTRING (16.3779987 48.2362356, 16.3779129 48.2362853, 16.3768024 48.2369289, 16.3764619 48.2371431, 16.3764323 48.2371878)"
696500,378960,"LINESTRING (16.3779987 48.2362356, 16.3775487 48.2360252, 16.3769592 48.2357415, 16.3764545 48.2355009, 16.3757607 48.2351704, 16.3757248 48.2351469, 16.3756962 48.2351265)"
3696014531,2127087535,"LINESTRING (16.3781671 48.2380932, 16.3781129 48.2381406, 16.3780739 48.2381747, 16.3778803 48.2383436, 16.3778073 48.2384071, 16.3775004 48.238674, 16.3773557 48.2388061, 16.37728 48.2388746, 16.3770487 48.2390782, 16.3769756 48.2391474, 16.3769409 48.2391766, 16.3768723 48.23924, 16.3768634 48.2392482, 16.3768078 48.2392998)"
