gen	nevals	avg        	std        	min        	max        
5605	3583  	2.457e+09  	1.17021e+10	1.07578e+09	3.83171e+11
5606	3593  	2.62234e+09	1.48111e+10	1.07578e+09	3.74861e+11
5607	3549  	2.34743e+09	1.12807e+10	1.07578e+09	3.56596e+11
5608	3624  	2.64539e+09	1.41885e+10	1.07578e+09	3.88635e+11
5609	3607  	2.96301e+09	1.72406e+10	1.07578e+09	3.59483e+11
5610	3593  	2.62669e+09	1.38372e+10	1.07578e+09	3.693e+11  
5611	3563  	2.41639e+09	1.14672e+10	1.07578e+09	3.55895e+11
5612	3649  	2.35153e+09	9.96051e+09	1.07578e+09	3.70611e+11
5613	3593  	2.56749e+09	1.40822e+10	1.07578e+09	3.74262e+11
5614	3668  	2.3556e+09 	1.1217e+10 	1.07578e+09	3.68966e+11
5615	3650  	2.79509e+09	1.63819e+10	1.07578e+09	3.71357e+11
5616	3640  	2.54257e+09	1.34922e+10	1.07578e+09	3.66355e+11
5617	3589  	2.76433e+09	1.55989e+10	1.07578e+09	3.62904e+11
5618	3581  	2.47013e+09	1.27596e+10	1.07578e+09	3.595e+11  
5619	3611  	2.39018e+09	1.21495e+10	1.07578e+09	3.68822e+11
5620	3679  	2.40631e+09	1.25167e+10	1.07578e+09	3.75559e+11
5621	3660  	2.83761e+09	1.48801e+10	1.07578e+09	3.61006e+11
5622	3514  	2.68383e+09	1.55083e+10	1.07578e+09	3.74486e+11
5623	3531  	2.33501e+09	1.05885e+10	1.07578e+09	3.74131e+11
5624	3584  	2.46413e+09	1.24971e+10	1.07578e+09	3.59457e+11
5625	3580  	2.67459e+09	1.44898e+10	1.07578e+09	3.74416e+11
5626	3635  	2.4389e+09 	1.22454e+10	1.07578e+09	3.76966e+11
5627	3588  	2.42595e+09	1.14995e+10	1.07578e+09	3.6655e+11 
5628	3620  	2.51459e+09	1.37944e+10	1.07578e+09	3.7467e+11 
5629	3688  	2.22264e+09	1.00257e+10	1.07578e+09	3.6119e+11 
5630	3625  	2.40088e+09	1.19058e+10	1.07578e+09	3.82598e+11
5631	3519  	2.6719e+09 	1.52424e+10	1.07578e+09	3.72816e+11
5632	3565  	2.49156e+09	1.29436e+10	1.07578e+09	3.56736e+11
5633	3600  	2.24947e+09	1.00401e+10	1.07578e+09	3.56337e+11
5634	3589  	2.45993e+09	1.25619e+10	1.07578e+09	3.56704e+11
5635	3536  	2.51394e+09	1.26651e+10	1.07578e+09	3.66741e+11
5636	3604  	2.60508e+09	1.36548e+10	1.07578e+09	3.67134e+11
5637	3631  	2.58628e+09	1.32501e+10	1.07578e+09	3.69769e+11
5638	3637  	2.51744e+09	1.31158e+10	1.07578e+09	3.75974e+11
5639	3559  	2.54899e+09	1.31761e+10	1.07578e+09	3.58459e+11
5640	3703  	2.57451e+09	1.35332e+10	1.07578e+09	3.74399e+11
5641	3603  	2.79426e+09	1.44535e+10	1.07578e+09	3.54801e+11
5642	3575  	2.18546e+09	9.97327e+09	1.07578e+09	3.55422e+11
5643	3631  	2.48464e+09	1.28928e+10	1.07578e+09	3.58979e+11
5644	3548  	2.41867e+09	1.11076e+10	1.07578e+09	3.58795e+11
5645	3507  	2.48994e+09	1.31137e+10	1.07578e+09	3.75191e+11
5646	3677  	2.58843e+09	1.40094e+10	1.07578e+09	3.75614e+11
5647	3652  	2.59336e+09	1.38088e+10	1.07578e+09	3.67802e+11
5648	3597  	2.44828e+09	1.24264e+10	1.07578e+09	3.58928e+11
5649	3566  	2.59015e+09	1.28853e+10	1.07578e+09	3.75234e+11
5650	3537  	2.6151e+09 	1.44832e+10	1.07578e+09	3.61709e+11
5651	3602  	2.71572e+09	1.50605e+10	1.07578e+09	3.60949e+11
5652	3636  	2.45732e+09	1.18703e+10	1.07578e+09	3.58221e+11
5653	3527  	2.55216e+09	1.32416e+10	1.07578e+09	3.74837e+11
5654	3534  	2.60873e+09	1.34405e+10	1.07578e+09	3.68246e+11
5655	3599  	2.21891e+09	9.17626e+09	1.07578e+09	3.69815e+11
5656	3600  	2.59341e+09	1.45675e+10	1.07578e+09	3.7701e+11 
5657	3573  	2.68597e+09	1.45421e+10	1.07578e+09	3.68852e+11
5658	3601  	2.78161e+09	1.59021e+10	1.07578e+09	3.68078e+11
5659	3523  	2.41251e+09	1.14604e+10	1.07578e+09	3.54393e+11
5660	3528  	2.44446e+09	1.22734e+10	1.07578e+09	3.55413e+11
5661	3429  	2.23199e+09	9.07164e+09	1.07578e+09	3.61513e+11
5662	3610  	2.35147e+09	1.00958e+10	1.07578e+09	3.7632e+11 
5663	3583  	2.60901e+09	1.40794e+10	1.07578e+09	3.7521e+11 
5664	3622  	2.75028e+09	1.60088e+10	1.07578e+09	3.68206e+11
5665	3596  	2.60334e+09	1.37833e+10	1.07578e+09	3.56693e+11
5666	3657  	2.43633e+09	1.26945e+10	1.07578e+09	3.6331e+11 
5667	3589  	2.34564e+09	1.15462e+10	1.07578e+09	3.62372e+11
5668	3730  	2.5701e+09 	1.38031e+10	1.07578e+09	3.695e+11  
5669	3673  	2.57048e+09	1.32553e+10	1.07578e+09	3.67681e+11
5670	3554  	2.3543e+09 	1.14664e+10	1.07578e+09	3.56284e+11
5671	3625  	2.52066e+09	1.30779e+10	1.07578e+09	3.6128e+11 
5672	3539  	2.33216e+09	1.17788e+10	1.07578e+09	3.56029e+11
5673	3578  	2.56712e+09	1.47884e+10	1.07578e+09	3.79246e+11
5674	3538  	2.67831e+09	1.44736e+10	1.07578e+09	3.5985e+11 
5675	3631  	2.49481e+09	1.18517e+10	1.07578e+09	3.548e+11  
5676	3553  	2.43557e+09	1.2686e+10 	1.07578e+09	3.74679e+11
5677	3611  	2.69849e+09	1.49049e+10	1.07578e+09	3.70464e+11
5678	3583  	2.31804e+09	9.94556e+09	1.07578e+09	3.60949e+11
5679	3578  	2.39716e+09	1.14235e+10	1.07578e+09	3.55934e+11
5680	3598  	2.58157e+09	1.34073e+10	1.07535e+09	3.73363e+11
5681	3592  	2.7604e+09 	1.48031e+10	1.07535e+09	3.76341e+11
5682	3566  	2.54339e+09	1.30388e+10	1.07535e+09	3.69136e+11
5683	3650  	2.31626e+09	9.03822e+09	1.07535e+09	3.53926e+11
5684	3585  	2.56005e+09	1.22481e+10	1.07535e+09	3.60816e+11
5685	3660  	2.4447e+09 	1.09778e+10	1.07535e+09	3.76528e+11
5686	3561  	2.46036e+09	1.23543e+10	1.07535e+09	3.5867e+11 
5687	3528  	2.60358e+09	1.31507e+10	1.07535e+09	3.74079e+11
5688	3518  	2.43446e+09	1.32185e+10	1.07535e+09	3.66494e+11
5689	3555  	2.44387e+09	1.16951e+10	1.07535e+09	3.74157e+11
5690	3556  	2.44087e+09	1.22731e+10	1.07535e+09	3.55999e+11
5691	3603  	2.38476e+09	1.09093e+10	1.07535e+09	3.59078e+11
5692	3562  	2.55897e+09	1.41513e+10	1.07535e+09	3.54954e+11
5693	3614  	2.46842e+09	1.23331e+10	1.07535e+09	3.56169e+11
5694	3511  	2.74453e+09	1.48748e+10	1.07535e+09	3.74313e+11
5695	3528  	2.45949e+09	1.24044e+10	1.07535e+09	3.66535e+11
5696	3682  	2.42316e+09	1.08565e+10	1.07535e+09	3.61677e+11
5697	3606  	2.25784e+09	9.85661e+09	1.07535e+09	3.54712e+11
5698	3572  	2.20085e+09	8.74606e+09	1.07535e+09	3.55785e+11
5699	3588  	2.70125e+09	1.40085e+10	1.07535e+09	3.78498e+11
5700	3669  	2.29534e+09	9.61483e+09	1.07535e+09	3.74874e+11
5701	3705  	2.58023e+09	1.28445e+10	1.07535e+09	3.67302e+11
5702	3637  	2.30118e+09	1.08353e+10	1.07535e+09	3.54689e+11
5703	3573  	2.39251e+09	1.16399e+10	1.07535e+09	3.755e+11  
5704	3637  	2.40405e+09	1.27699e+10	1.07535e+09	3.71682e+11
5705	3528  	2.25214e+09	8.39415e+09	1.07535e+09	3.5466e+11 
5706	3674  	2.34933e+09	1.1864e+10 	1.07535e+09	3.75933e+11
5707	3610  	2.4967e+09 	1.1954e+10 	1.07535e+09	3.69761e+11
5708	3615  	2.13902e+09	6.52969e+09	1.07535e+09	2.05908e+11
5709	3624  	2.61612e+09	1.32604e+10	1.07535e+09	3.68418e+11
5710	3479  	2.44262e+09	1.18418e+10	1.07535e+09	3.75659e+11
5711	3405  	2.34548e+09	1.14997e+10	1.07535e+09	3.56185e+11
5712	3645  	2.39883e+09	1.02384e+10	1.07535e+09	3.54222e+11
5713	3620  	2.71174e+09	1.45329e+10	1.07535e+09	3.6027e+11 
5714	3595  	2.58696e+09	1.40098e+10	1.07535e+09	3.56234e+11
5715	3618  	2.44666e+09	1.20362e+10	1.07535e+09	3.75498e+11
5716	3554  	2.28185e+09	1.05815e+10	1.07535e+09	3.75e+11   
5717	3545  	2.38264e+09	1.08776e+10	1.07535e+09	3.67171e+11
5718	3665  	2.29983e+09	9.01798e+09	1.07535e+09	3.55107e+11
5719	3569  	2.44123e+09	1.28523e+10	1.07535e+09	3.68778e+11
5720	3527  	2.77618e+09	1.60076e+10	1.07535e+09	3.69708e+11
5721	3553  	2.4925e+09 	1.27823e+10	1.07535e+09	3.66454e+11
5722	3592  	2.3744e+09 	1.06413e+10	1.07535e+09	3.55188e+11
5723	3601  	2.61259e+09	1.45619e+10	1.07535e+09	3.56289e+11
5724	3592  	2.92949e+09	1.79304e+10	1.07535e+09	3.74134e+11
5725	3633  	2.27864e+09	9.37996e+09	1.07535e+09	3.68668e+11
5726	3563  	2.57098e+09	1.3531e+10 	1.07535e+09	3.68966e+11
5727	3583  	2.27984e+09	1.01911e+10	1.07535e+09	3.59259e+11
5728	3590  	2.30501e+09	1.13574e+10	1.07535e+09	3.7536e+11 
5729	3620  	2.27099e+09	1.02569e+10	1.07535e+09	3.63432e+11
5730	3647  	2.38244e+09	1.09043e+10	1.07535e+09	3.67772e+11
5731	3574  	2.68449e+09	1.48727e+10	1.07535e+09	3.7128e+11 
5732	3565  	2.70522e+09	1.47539e+10	1.07535e+09	3.61114e+11
5733	3629  	2.52721e+09	1.33756e+10	1.07535e+09	3.68053e+11
5734	3627  	2.54034e+09	1.4221e+10 	1.07535e+09	3.71851e+11
5735	3602  	2.73608e+09	1.48879e+10	1.07535e+09	3.8745e+11 
5736	3595  	2.7439e+09 	1.53196e+10	1.07535e+09	3.74483e+11
5737	3667  	2.31379e+09	1.04177e+10	1.07535e+09	3.73889e+11
5738	3636  	2.41286e+09	1.18966e+10	1.07535e+09	3.6799e+11 
5739	3554  	2.51874e+09	1.40375e+10	1.07535e+09	3.67768e+11
5740	3581  	2.57895e+09	1.36377e+10	1.07535e+09	3.67724e+11
5741	3585  	2.69017e+09	1.48026e+10	1.07535e+09	3.86079e+11
5742	3644  	2.62491e+09	1.46672e+10	1.07535e+09	3.74026e+11
5743	3519  	2.31953e+09	1.06063e+10	1.07535e+09	3.55663e+11
5744	3718  	2.31241e+09	8.92415e+09	1.07535e+09	3.54673e+11
5745	3619  	2.45005e+09	1.18788e+10	1.07535e+09	3.57352e+11
5746	3592  	2.31908e+09	9.93986e+09	1.07535e+09	3.59676e+11
5747	3554  	2.34892e+09	1.05451e+10	1.07535e+09	3.5883e+11 
5748	3620  	2.44833e+09	1.26662e+10	1.07535e+09	3.73902e+11
5749	3582  	2.56236e+09	1.25129e+10	1.07535e+09	3.69249e+11
5750	3619  	2.20807e+09	8.96574e+09	1.07535e+09	3.74962e+11
5751	3609  	2.38495e+09	1.21242e+10	1.07535e+09	3.60217e+11
5752	3606  	2.74046e+09	1.56863e+10	1.07535e+09	5.47988e+11
5753	3672  	2.66617e+09	1.32023e+10	1.07535e+09	3.55008e+11
5754	3626  	2.8535e+09 	1.57408e+10	1.07535e+09	3.68117e+11
5755	3636  	2.53653e+09	1.25222e+10	1.07535e+09	3.8899e+11 
5756	3573  	2.42187e+09	1.18543e+10	1.07535e+09	3.56929e+11
5757	3612  	2.45348e+09	1.02377e+10	1.07535e+09	3.56809e+11
5758	3579  	2.66114e+09	1.36779e+10	1.07535e+09	3.55131e+11
5759	3633  	2.43926e+09	1.21524e+10	1.07535e+09	3.61045e+11
5760	3539  	2.33889e+09	1.08976e+10	1.07535e+09	3.56098e+11
5761	3538  	2.72332e+09	1.56507e+10	1.07535e+09	3.74641e+11
5762	3619  	2.47207e+09	1.23941e+10	1.07535e+09	3.55878e+11
5763	3587  	2.37995e+09	1.11712e+10	1.07535e+09	3.56984e+11
5764	3512  	2.45721e+09	1.17118e+10	1.07535e+09	3.64306e+11
5765	3613  	2.31518e+09	1.07529e+10	1.07535e+09	3.81393e+11
5766	3678  	2.32793e+09	9.94323e+09	1.07535e+09	3.5963e+11 
5767	3528  	2.56448e+09	1.28086e+10	1.07535e+09	3.76499e+11
5768	3613  	2.21484e+09	7.18718e+09	1.07535e+09	3.54224e+11
5769	3658  	2.4117e+09 	1.08392e+10	1.07535e+09	3.5903e+11 
5770	3660  	2.46855e+09	1.13678e+10	1.07535e+09	3.69501e+11
5771	3675  	2.32474e+09	1.09874e+10	1.07535e+09	3.54854e+11
5772	3510  	2.38284e+09	1.03761e+10	1.07535e+09	3.68315e+11
5773	3610  	2.41547e+09	1.1937e+10 	1.07535e+09	3.70663e+11
5774	3553  	2.54915e+09	1.37226e+10	1.07535e+09	3.66666e+11
5775	3623  	2.24067e+09	9.97902e+09	1.07535e+09	3.55765e+11
5776	3636  	2.35701e+09	9.95266e+09	1.07535e+09	3.5715e+11 
5777	3623  	2.51952e+09	1.23709e+10	1.07535e+09	3.56428e+11
5778	3582  	2.52685e+09	1.37202e+10	1.07535e+09	3.73605e+11
5779	3553  	2.41255e+09	1.22411e+10	1.07535e+09	3.74838e+11
5780	3586  	2.63173e+09	1.41457e+10	1.07535e+09	3.70673e+11
5781	3553  	2.55743e+09	1.35024e+10	1.07535e+09	3.70016e+11
5782	3676  	2.60173e+09	1.49692e+10	1.07535e+09	3.76377e+11
5783	3729  	2.431e+09  	1.18343e+10	1.07535e+09	3.58305e+11
5784	3589  	2.55228e+09	1.25794e+10	1.07535e+09	3.57788e+11
5785	3607  	2.57853e+09	1.36218e+10	1.07535e+09	3.59158e+11
5786	3569  	2.31889e+09	1.16916e+10	1.07535e+09	5.4471e+11 
5787	3635  	2.44354e+09	1.18792e+10	1.07535e+09	3.56491e+11
5788	3547  	2.48346e+09	1.27601e+10	1.07535e+09	3.66552e+11
5789	3661  	2.67595e+09	1.51528e+10	1.07535e+09	3.74674e+11
5790	3574  	2.70221e+09	1.5389e+10 	1.07535e+09	3.6984e+11 
5791	3600  	2.40004e+09	1.15868e+10	1.07535e+09	3.82605e+11
5792	3534  	2.45335e+09	1.23279e+10	1.07535e+09	3.60396e+11
5793	3532  	2.50327e+09	1.34976e+10	1.07535e+09	3.64026e+11
5794	3555  	2.78218e+09	1.50259e+10	1.07535e+09	3.89289e+11
5795	3588  	2.43859e+09	1.14439e+10	1.07535e+09	3.80353e+11
5796	3693  	2.35141e+09	1.01568e+10	1.07535e+09	3.67816e+11
5797	3640  	2.22843e+09	9.09352e+09	1.07535e+09	3.53882e+11
5798	3525  	2.38344e+09	1.09721e+10	1.07535e+09	3.66812e+11
5799	3564  	2.4226e+09 	1.32224e+10	1.07535e+09	3.63397e+11
5800	3577  	2.53625e+09	1.40216e+10	1.07535e+09	3.73805e+11
5801	3578  	2.47422e+09	1.27712e+10	1.07535e+09	3.63011e+11
5802	3617  	2.50669e+09	1.38365e+10	1.07535e+09	3.70385e+11
5803	3612  	2.51266e+09	1.31118e+10	1.07535e+09	3.57151e+11
5804	3592  	2.39779e+09	9.65248e+09	1.07535e+09	3.54911e+11
5805	3638  	2.52751e+09	1.39855e+10	1.07535e+09	3.76947e+11
5806	3696  	2.26872e+09	1.00051e+10	1.07535e+09	3.56127e+11
5807	3648  	2.52576e+09	1.08328e+10	1.07535e+09	3.5923e+11 
5808	3608  	2.51615e+09	1.2882e+10 	1.07535e+09	3.74837e+11
5809	3535  	2.3842e+09 	1.2701e+10 	1.07535e+09	3.68811e+11
5810	3681  	2.59449e+09	1.45147e+10	1.07535e+09	3.74096e+11
5811	3690  	2.70108e+09	1.37584e+10	1.07535e+09	3.54714e+11
5812	3587  	2.80744e+09	1.50028e+10	1.07535e+09	3.59995e+11
5813	3579  	2.51452e+09	1.16918e+10	1.07535e+09	3.7263e+11 
5814	3505  	2.49615e+09	1.32368e+10	1.07535e+09	5.46176e+11
5815	3636  	2.28807e+09	1.00264e+10	1.07535e+09	3.60449e+11
5816	3570  	2.87935e+09	1.60982e+10	1.07535e+09	3.74974e+11
5817	3620  	2.44383e+09	1.1882e+10 	1.07535e+09	3.54754e+11
5818	3567  	2.33828e+09	1.13106e+10	1.07535e+09	3.5616e+11 
5819	3607  	2.4812e+09 	1.17943e+10	1.07535e+09	3.55845e+11
5820	3624  	2.58144e+09	1.3792e+10 	1.07535e+09	3.75521e+11
5821	3623  	2.5769e+09 	1.30359e+10	1.07535e+09	3.66575e+11
5822	3649  	2.35417e+09	1.03003e+10	1.07535e+09	3.56464e+11
5823	3652  	2.55838e+09	1.40483e+10	1.07535e+09	3.611e+11  
5824	3675  	2.2905e+09 	8.88936e+09	1.07535e+09	3.59846e+11
5825	3623  	2.51904e+09	1.26142e+10	1.07535e+09	3.5443e+11 
5826	3585  	2.39719e+09	1.21973e+10	1.07535e+09	3.71785e+11
5827	3623  	2.45558e+09	1.18807e+10	1.07535e+09	3.59682e+11
5828	3592  	2.55768e+09	1.30467e+10	1.07535e+09	3.5809e+11 
5829	3599  	2.87405e+09	1.61952e+10	1.07535e+09	3.68718e+11
5830	3690  	2.3604e+09 	1.14187e+10	1.07535e+09	3.6247e+11 
5831	3604  	2.36456e+09	1.14931e+10	1.07535e+09	3.74452e+11
5832	3628  	2.25626e+09	1.01075e+10	1.07535e+09	3.54277e+11
5833	3603  	2.56991e+09	1.26987e+10	1.07525e+09	3.56539e+11
5834	3550  	2.34075e+09	1.02933e+10	1.07525e+09	3.6898e+11 
5835	3563  	2.28503e+09	1.06047e+10	1.07525e+09	3.54987e+11
5836	3588  	2.23837e+09	9.38962e+09	1.07525e+09	3.74004e+11
5837	3640  	2.28226e+09	9.65771e+09	1.07525e+09	3.67486e+11
5838	3655  	2.87785e+09	1.53574e+10	1.07525e+09	3.74932e+11
5839	3690  	2.4647e+09 	1.18266e+10	1.07525e+09	3.64721e+11
5840	3604  	2.33076e+09	1.03494e+10	1.07471e+09	3.74582e+11
5841	3576  	2.41181e+09	1.26724e+10	1.07461e+09	3.61185e+11
5842	3595  	2.26093e+09	8.88928e+09	1.07461e+09	3.56859e+11
5843	3548  	2.2532e+09 	9.72798e+09	1.07461e+09	3.75001e+11
5844	3621  	2.50162e+09	1.30804e+10	1.07461e+09	3.61278e+11
5845	3531  	2.53797e+09	1.4273e+10 	1.07461e+09	3.69584e+11
5846	3565  	2.42072e+09	1.21816e+10	1.07461e+09	3.6887e+11 
5847	3561  	2.66416e+09	1.5202e+10 	1.07461e+09	3.80521e+11
5848	3658  	2.80424e+09	1.65499e+10	1.07461e+09	3.56631e+11
5849	3635  	2.45919e+09	1.17104e+10	1.07461e+09	3.54322e+11
5850	3577  	2.371e+09  	9.80179e+09	1.07461e+09	3.68183e+11
5851	3550  	2.49437e+09	1.34613e+10	1.07461e+09	3.68293e+11
5852	3562  	2.36706e+09	1.13321e+10	1.07461e+09	3.76608e+11
5853	3628  	2.60905e+09	1.29637e+10	1.07461e+09	3.66827e+11
5854	3646  	2.43668e+09	1.17564e+10	1.07461e+09	3.74488e+11
5855	3563  	2.73429e+09	1.5583e+10 	1.07461e+09	3.76304e+11
5856	3541  	2.57646e+09	1.36324e+10	1.07461e+09	3.60783e+11
5857	3654  	2.21733e+09	9.81762e+09	1.07461e+09	3.55704e+11
5858	3634  	2.79981e+09	1.55185e+10	1.07461e+09	3.5719e+11 
5859	3597  	2.47639e+09	1.28245e+10	1.07461e+09	3.74348e+11
5860	3609  	2.38541e+09	1.15759e+10	1.07461e+09	3.66448e+11
5861	3628  	2.96495e+09	1.76216e+10	1.07461e+09	3.60674e+11
5862	3590  	2.68638e+09	1.49753e+10	1.07461e+09	3.74724e+11
5863	3595  	2.33387e+09	1.09031e+10	1.07461e+09	3.69524e+11
5864	3569  	2.23914e+09	9.67512e+09	1.07456e+09	3.68252e+11
5865	3595  	2.12499e+09	8.71371e+09	1.07456e+09	3.55066e+11
5866	3684  	2.34693e+09	1.08789e+10	1.07456e+09	3.88847e+11
5867	3588  	2.62055e+09	1.34559e+10	1.07461e+09	3.74331e+11
5868	3641  	2.55153e+09	1.27027e+10	1.07461e+09	3.69147e+11
5869	3715  	2.28387e+09	9.0233e+09 	1.07461e+09	3.55319e+11
5870	3562  	2.58165e+09	1.31349e+10	1.07461e+09	3.75091e+11
5871	3559  	2.48213e+09	1.30345e+10	1.07461e+09	3.74852e+11
5872	3628  	2.60227e+09	1.44439e+10	1.07461e+09	3.602e+11  
5873	3590  	2.48016e+09	1.1871e+10 	1.07461e+09	3.66207e+11
5874	3543  	2.57124e+09	1.36757e+10	1.07461e+09	3.90959e+11
5875	3614  	2.4551e+09 	1.29932e+10	1.07461e+09	3.74747e+11
5876	3569  	2.61229e+09	1.37588e+10	1.07455e+09	3.59819e+11
5877	3586  	2.42904e+09	1.2019e+10 	1.07461e+09	3.7333e+11 
5878	3673  	2.4773e+09 	1.30548e+10	1.07461e+09	3.74461e+11
5879	3728  	2.40731e+09	1.04923e+10	1.07461e+09	3.55737e+11
5880	3705  	2.37384e+09	1.20384e+10	1.07461e+09	3.61755e+11
5881	3494  	2.66415e+09	1.44015e+10	1.07461e+09	3.88918e+11
5882	3627  	2.37758e+09	1.16583e+10	1.07461e+09	3.69921e+11
5883	3591  	2.49856e+09	1.27392e+10	1.07461e+09	3.68883e+11
5884	3515  	2.48528e+09	1.2698e+10 	1.07461e+09	3.55228e+11
5885	3618  	2.28984e+09	1.03441e+10	1.07461e+09	3.6023e+11 
5886	3643  	2.43081e+09	1.02745e+10	1.07461e+09	3.60292e+11
5887	3506  	2.35456e+09	1.15083e+10	1.07461e+09	3.56149e+11
5888	3561  	2.50979e+09	1.27138e+10	1.07461e+09	3.55359e+11
5889	3637  	2.67223e+09	1.51776e+10	1.07461e+09	3.8968e+11 
5890	3593  	2.5853e+09 	1.50203e+10	1.07461e+09	3.61095e+11
5891	3613  	2.58886e+09	1.40235e+10	1.07461e+09	3.84011e+11
5892	3660  	2.22771e+09	8.06278e+09	1.07461e+09	3.55084e+11
5893	3578  	2.32358e+09	9.39832e+09	1.07461e+09	3.74705e+11
5894	3698  	2.3029e+09 	1.0697e+10 	1.07461e+09	3.55308e+11
5895	3678  	2.60874e+09	1.40642e+10	1.07461e+09	3.7643e+11 
5896	3687  	2.55363e+09	1.30578e+10	1.07461e+09	3.70779e+11
5897	3610  	2.60898e+09	1.29087e+10	1.07461e+09	3.67064e+11
5898	3569  	2.31927e+09	1.13833e+10	1.07461e+09	3.71577e+11
5899	3629  	2.72295e+09	1.50172e+10	1.07461e+09	3.6718e+11 
5900	3579  	2.62501e+09	1.36387e+10	1.07461e+09	3.59578e+11
5901	3556  	2.34435e+09	1.04621e+10	1.07461e+09	3.54396e+11
5902	3619  	2.48479e+09	1.2401e+10 	1.07461e+09	3.66328e+11
5903	3613  	2.63856e+09	1.47326e+10	1.07461e+09	3.70175e+11
5904	3543  	2.62884e+09	1.38652e+10	1.07461e+09	3.54538e+11
5905	3586  	2.55003e+09	1.27722e+10	1.07461e+09	3.75688e+11
5906	3567  	2.51275e+09	1.30287e+10	1.07461e+09	3.81068e+11
5907	3644  	2.40779e+09	1.25318e+10	1.07461e+09	4.03358e+11
5908	3646  	2.46056e+09	1.09661e+10	1.07461e+09	3.56425e+11
5909	3604  	2.4333e+09 	1.15483e+10	1.07461e+09	3.66116e+11
5910	3552  	2.41404e+09	1.19435e+10	1.07461e+09	3.74712e+11
5911	3603  	2.36481e+09	1.13737e+10	1.07461e+09	3.59574e+11
5912	3525  	2.31638e+09	1.03203e+10	1.07461e+09	3.74763e+11
5913	3687  	2.4519e+09 	1.14403e+10	1.07461e+09	3.74432e+11
5914	3571  	2.33756e+09	9.46534e+09	1.07461e+09	3.55919e+11
5915	3479  	2.52964e+09	1.34722e+10	1.07461e+09	3.87579e+11
5916	3675  	2.85719e+09	1.65321e+10	1.07461e+09	3.75101e+11
5917	3578  	2.46493e+09	1.20889e+10	1.07461e+09	3.57626e+11
5918	3646  	2.50042e+09	1.233e+10  	1.07461e+09	3.53999e+11
5919	3628  	2.57976e+09	1.36315e+10	1.07461e+09	3.66889e+11
5920	3628  	2.72579e+09	1.44587e+10	1.07461e+09	3.68199e+11
5921	3571  	2.27427e+09	9.86613e+09	1.07461e+09	3.54379e+11
5922	3578  	2.60607e+09	1.45249e+10	1.07461e+09	3.75758e+11
5923	3520  	2.69243e+09	1.53756e+10	1.07461e+09	3.74509e+11
5924	3569  	2.52095e+09	1.35036e+10	1.07461e+09	3.60685e+11
5925	3683  	2.65276e+09	1.45111e+10	1.07461e+09	3.6582e+11 
5926	3554  	2.41112e+09	1.19233e+10	1.07461e+09	3.68596e+11
5927	3618  	2.46021e+09	1.22302e+10	1.07461e+09	3.75764e+11
5928	3556  	2.46151e+09	1.21622e+10	1.07461e+09	3.77111e+11
5929	3549  	2.36743e+09	1.1282e+10 	1.07461e+09	3.55935e+11
5930	3579  	2.46734e+09	1.155e+10  	1.07461e+09	3.58282e+11
5931	3576  	2.59207e+09	1.32448e+10	1.07461e+09	3.67396e+11
5932	3571  	2.46771e+09	1.21532e+10	1.07461e+09	3.56649e+11
5933	3602  	2.6673e+09 	1.53094e+10	1.07461e+09	3.70724e+11
5934	3578  	2.40847e+09	1.27878e+10	1.07461e+09	3.74933e+11
5935	3562  	2.17987e+09	8.99233e+09	1.07461e+09	3.62888e+11
5936	3530  	2.66861e+09	1.37277e+10	1.07461e+09	3.66516e+11
5937	3612  	2.58613e+09	1.18844e+10	1.07461e+09	3.75045e+11
5938	3634  	2.41976e+09	1.04751e+10	1.07461e+09	3.70059e+11
5939	3656  	2.46055e+09	1.24142e+10	1.07461e+09	3.70562e+11
5940	3641  	2.3723e+09 	1.16213e+10	1.07461e+09	5.44557e+11
5941	3537  	2.48364e+09	1.26228e+10	1.07461e+09	3.55494e+11
5942	3600  	2.51673e+09	1.35378e+10	1.07461e+09	3.62372e+11
5943	3580  	2.64004e+09	1.42787e+10	1.07461e+09	3.74368e+11
5944	3588  	2.24143e+09	9.85033e+09	1.07461e+09	3.55092e+11
5945	3582  	2.30518e+09	1.09914e+10	1.07461e+09	3.75474e+11
5946	3581  	2.56428e+09	1.30933e+10	1.07461e+09	3.75316e+11
5947	3487  	2.46798e+09	1.18794e+10	1.07461e+09	3.67428e+11
5948	3606  	2.4579e+09 	1.18887e+10	1.07461e+09	3.74275e+11
5949	3602  	2.53954e+09	1.21967e+10	1.07461e+09	3.58727e+11
5950	3599  	2.63551e+09	1.27708e+10	1.07461e+09	3.56277e+11
5951	3591  	2.29401e+09	1.06725e+10	1.07461e+09	3.59801e+11
5952	3505  	2.38666e+09	1.28671e+10	1.07461e+09	3.66814e+11
5953	3693  	2.38016e+09	1.17484e+10	1.07461e+09	3.57178e+11
5954	3680  	2.45879e+09	1.25126e+10	1.07461e+09	3.60793e+11
5955	3573  	2.46896e+09	1.27475e+10	1.07461e+09	3.7451e+11 
5956	3637  	2.50596e+09	1.26912e+10	1.07461e+09	3.56631e+11
5957	3652  	2.59353e+09	1.38545e+10	1.07461e+09	3.54612e+11
5958	3567  	2.86856e+09	1.65912e+10	1.07461e+09	3.79145e+11
5959	3626  	2.42766e+09	1.14563e+10	1.07461e+09	3.58525e+11
5960	3708  	2.7518e+09 	1.49656e+10	1.07461e+09	3.61454e+11
