gen	nevals	avg        	std        	min        	max        
751	3598  	2.73342e+09	1.18286e+10	1.26906e+09	3.55e+11   
752	3593  	2.81661e+09	1.41603e+10	1.26861e+09	3.74308e+11
753	3651  	2.7166e+09 	1.3354e+10 	1.26861e+09	3.58871e+11
754	3566  	2.78769e+09	1.31846e+10	1.26861e+09	3.57147e+11
755	3592  	2.63927e+09	1.15027e+10	1.26906e+09	3.6003e+11 
756	3638  	2.7635e+09 	1.29258e+10	1.26906e+09	3.55124e+11
757	3550  	2.66639e+09	1.25469e+10	1.2681e+09 	3.74113e+11
758	3585  	2.75455e+09	1.27118e+10	1.2681e+09 	3.57031e+11
759	3546  	2.66935e+09	1.38857e+10	1.2681e+09 	3.74349e+11
760	3659  	2.6739e+09 	1.31458e+10	1.2681e+09 	5.45548e+11
761	3667  	2.81986e+09	1.34207e+10	1.2681e+09 	3.68887e+11
